subject,year,topic,exam,exercise,statement
MATES_CCSS,2014,Matrices Y Determinantes,Reserva 4,Ejercicio 1B Opción B,"Resuelva la ecuación matricial A- Y =2-(C—D'), siendo :
SOCIALES II. 2014 RESERVA 4. EJERCICIO 1b. OPCIÓN B"
MATES_CCSS,2014,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opcion A,". 1 -7 10
Sean las matrices A = y B=
2 - -5 2
a) Calcule las matrices X e Y para las que se verifica:
X+Y=A y 3X+Y=B
b) Halle la matriz Z que verifica: B-Z+B' =21,.
SOCIALES II. 2014 SEPTIEMBRE EJERCICIO 1. OPCION A"
MATES_CCSS,2015,Matrices Y Determinantes,Junio,Ejercicio 1 Opcion B,"Sean las matrices A = [
a) Calcule las matrices X e Y si: X+Y =2A y X+B=2Y
b) Analice cuáles de las siguientes operaciones con matrices se pueden realizar, indicando en los
casos afirmativos las dimensiones de la matriz D.
A+D=C A-D=C' D.A=C D.A=C""
SOCIALES II. 2015 JUNIO EJERCICIO 1. OPCION B"
MATES_CCSS,2015,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opcion A,". 2 1 3 —
Sean las matrices A = y B=
3 — 1 4
a) Efectúe la operación A-B'
b) Determine la matriz X tal que A+2X =B
6
c) Halle la matriz Y tal que B-Y = [9J
SOCIALES II. 2015 RESERVA 1 EJERCICIO 1. OPCION A"
MATES_CCSS,2015,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opcion A,"1 —1 2
1 21
Sean las matrices A=| 0 1 — ,B=[1 2 (J ,C=(2 1) ,D=(l —1 2)
1 0 2
a) Estudie cuáles de los siguientes productos de matrices se pueden realizar, indicando las
dimensiones de la matriz resultante:
A-B' C'.D B'-D D-B'
b) Despeje la matriz Y en la ecuación Y - A '+2B=3C'-D, sin calcular sus elementos.
e) Calcule la matriz A-(B'-2D'.C)
SOCIALES II. 2015 RESERVA 2 EJERCICIO 1. OPCION A"
MATES_CCSS,2015,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opcion A,"Sean las matrices
a) Resuelva la ecuación A- X+B-.X=C
b) Calcule A* y A*
SOCIALES II. 2015 RESERVA 3 EJERCICIO 1. OPCION A"
MATES_CCSS,2015,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opcion A,"21 1 —
a) Resuelva la ecuación matricial -X+ =1,
12 0 2
1
0
b) Dadas las matrices M =[1 0
b
] y A =[Z 1] , Calcule los valores de a y b para que se
verifique la ecuación M -A=4
SOCIALES II. 2015 RESERVA 4 EJERCICIO 1. OPCION A"
MATES_CCSS,2015,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opcion A,"—1 2 —1
. 12 1
Sean las matrices A = , B=
a) Calcule 4?
b) Resuelva la ecuación matricial: A- Y +4B=C'.
SOCIALES II. 2015 SEPTIEMBRE EJERCICIO 1. OPCION A"
MATES_CCSS,2016,Matrices Y Determinantes,Junio,Ejercicio 1 Opcion A,"Las filas de la matriz P indican los respectivos precios de tres artículos A,, A, y A, en dos
25 20 15
23 25 17
Cati desea comprar 2 unidades del artículo A,,1 de A, y3de A,
comercios, C ¡ (fila 1) y C , (fila 2): P =(
Manuel desea comprar 5 unidades del artículo A,, 1 de A, y 1 de A,
213
Han dispuesto esas compras en la matriz Q: Q = [5 1 1]
a) Calcule P -Q' y Q-P' e indique el significado de los elementos de las matrices resultantes.
b) A la vista de lo obtenido en el apartado anterior, ¿dónde les interesa hacer la compra a cada
uno?
SOCIALES II. 2016 JUNIO. EJERCICIO 1. OPCION A"
MATES_CCSS,2016,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opcion A,"1
Sean las matrices A = (0
a) Calcule A? y 4”.
b) Resuelva la ecuación matricial A- X —B=C'.
SOCIALES II. 2016. RESERVA 1. EJERCICIO 1. OPCION A"
MATES_CCSS,2016,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opcion A,"; 1 4 0
Sean las matrices A = 0 =0 = .
—3 —-3 1
a) Resuelva la ecuación matricial C -B. X -2A-.X=4'.
b) Analice cuáles de las siguientes operaciones, sin efectuarlas, se pueden realizar y justifique
las respuestas: B.C+24A , A-C+C , B'-C , C-B-A.
SOCIALES II. 2016. RESERVA 2. EJERCICIO 1. OPCION A"
MATES_CCSS,2016,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opcion B,". 2 4 1 01
Sean las matrices A = y B=
-2 —6 1—-—20
1
a) Resuelva la ecuación matricial X -(B B ') = EA_ 2A'.
b) Razone cuáles de las siguientes operaciones pueden realizarse e indique, en su caso, la
dimensión de la matriz resultante: A-B_—, A-B' , B.A-! , B'-A+A""!
SOCIALES II. 2016. RESERVA 3. EJERCICIO 1. OPCION B"
MATES_CCSS,2016,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opcion A,"a) Si A es una matriz de dimensión m x 1, indique la dimensión de una matriz X si se verifica
que (A' —A).X =1.
1 1
b) Calcule dicha matriz X en el caso en que A=|1 -1
1 1
€e) Calcule, si es posible, el producto A —(A "". A) .
SOCIALES II. 2016. RESERVA 4. EJERCICIO 1. OPCION A"
MATES_CCSS,2016,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opcion B,". 30 —1
Sean las matrices A = , B= (—2 3) y C= .
12 —1
a) Justifique cuáles de las siguientes operaciones se pueden realizar y en dichos casos calcule el
resultado: A-B , B-A, B.C y C'-B'.
b) Calcule la matriz X en la ecuación A- X +B'=4C.
SOCIALES II. 2016. RESERVA 4. EJERCICIO 1. OPCION B"
MATES_CCSS,2016,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opcion A,". 2 2 -1 3
Sean las matrices A = , B= , C=
—1 —-3 4 01
a) Resuelva la ecuación matricial A?- Y +C =2B
b) ¿Qué dimensiones deben tener las matrices ? y Q para que las matrices (B+C)-P y
B-Q-C' sean cuadradas?.
SOCIALES II. 2016 SEPTIEMBRE EJERCICIO 1. OPCION A"
MATES_CCSS,2017,Matrices Y Determinantes,Junio,Ejercicio 1 Opcion A,". 1 2 3 —
Sean las matrices A = y B=
0 — 0 2
a) Calcule la matriz A ”7,
b) ¿Se verifica la expresión (B + A)-(B—-A)=B""-4??.
SOCIALES II. 2017. JUNIO. EJERCICIO 1. OPCION A"
MATES_CCSS,2017,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opción B,"0 1 —
1 0
. 1—-1 0 1
Sean las matrices A = , B=|0 1| y C=
2
3 —
—2
a) Razone cuáles de las siguientes operaciones son posibles:
A-B' B+3€ C-B' A-B+C
b) Resuelva la ecuación matricial A-B- X =C
SOCIALES II. 2017 RESERVA 1. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2017,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opción A,". 2 1 1 — —2 4
Sean las matrices A = , B= , C=
0 — 2 0 1 —
a) Razone si se pueden efectuar las siguientes operaciones
A.D+B.C D'-.B-A*
b) Halle la matriz X que verifica la ecuación matricial A- Y =B-C.
SOCIALES II. 2017 RESERVA 2. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2017,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opción A,". 2 4 —3 0
Sean las matrices A = y B=
1 — 01
a) Calcule A?+B3*.
b) Calcule Y en la ecuación matricial (A +B)- X =A-B.
SOCIALES II. 2017 RESERVA 3. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2017,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opcion A,". 101
Sean las matrices A = y B=
011 11
a) Justifique cuales de las siguientes operaciones pueden realizarse y, en tal caso, calcule el
resultado: A? ; A-B ; A-B ; A-B'
b) Halle la matriz X tal que: A'+B-X =3B
SOCIALES II. 2017 SEPTIEMBRE EJERCICIO 1. OPCION A"
MATES_CCSS,2018,Matrices Y Determinantes,Junio,Ejercicio 1 Opción B,"— 0 2
Se consideran las matrices A = [ 1 2) y B= [0
a) ¿Se verifica la igualdad (A+B)”? =A”?+B?+2A-B
b) Resuelva la ecuación matricial Y - A=2B'+1 .
SOCIALES II. 2018 JUNIO. EJERCICIO 1 OPCIÓN B"
MATES_CCSS,2018,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opción B,". 6 0 —-4
Sean las matrices A = , B= y C= (—2 —2)
2 4 6
a) Justifique cuáles de las siguientes operaciones se pueden realizar y efectúelas cuando sea
posible:
B+2C-A A-—(B-C)'
1
b) Resuelva la ecuación matricial g(B +A-X)=C""
SOCIALES II. 2018 RESERVA 1. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2018,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opción B,"Se consideran las matrices
-1 2 1 21 3 1
A= , B= y C=
—-3 4 302 2 -1 —
a) Razone qué dimensiones deben tener las matrices P y Q para que los productos (A-P-B') y
(0:A-C) den como resultado una matriz cuadrada.
b) Resuelva la ecuación matricial A- X —2B-C'=4?
SOCIALES II. 2018 RESERVA 2. EJERCICIO 1 OPCIÓN B"
MATES_CCSS,2018,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opción B,"a) Resuelva el sistema de ecuaciones matriciales:
72 4 3
24-5B= ; 3A—B=
78 4 —
3 — 01
b) Dadas las matrices C=[1 1] y D=[ , 2) , resuelva la ecuación matricial
X.C-D*=1,
SOCIALES II. 2018 RESERVA 3. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2018,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opción A,"- 23 1 1 (a
a) Resuelva la ecuación matricial X= .
1 -5 0 —1 1
b) Si A es una matriz con tres filas y dos columnas, determine razonadamente la dimensión que
deben tener las matrices B, C y D para que se puedan efectuar las siguientes operaciones:
24-3B  A-A'-C? A-D
SOCIALES II. 2018 RESERVA 4. EJERCICIO 1 OPCIÓN A"
MATES_CCSS,2018,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opción B,", 1 0
Sean las matrices A = 1
_ 10 —
-1 z1 0
a) Calcule A ** + 477
b) Resuelva la ecuación matricial Y .- A+B-B'=2A
SOCIALES II. 2018 SEPTIEMBRE. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2019,Matrices Y Determinantes,Junio,Ejercicio 1 Opción B,"1
Se considera la matriz A=| —2
0
a) Razone si la matriz A es simétrica.
b) Calcule A”'.
€) Resuelva la ecuación matricial 2X .- A—-A*-31,=0
SOCIALES II 2019 JUNIO. EJERCICIO 1. OPCIÓN B"
MATES_CCSS,2019,Matrices Y Determinantes,Reserva 1,Ejercicio 1 Opcion B,"Se consideran las matrices:
a) Justifique cuáles de las siguientes operaciones se pueden realizar y efectúelas cuando sea
posible:
A+B.C A-.C+B.D' B?+C.D A+D-C
b) Resuelva la ecuación matricial X - (A +1 2) =3B'.
SOCIALES II. 2019 RESERVA 1. EJERCICIO 1. OPCION B"
MATES_CCSS,2019,Matrices Y Determinantes,Reserva 2,Ejercicio 1 Opcion B,"Se consideran las matrices
1
2
1
4 2
A=
a) Resuelva la ecuación matricial A*Y =B?+1,.
b) ¿Tiene inversa la matriz C? Justique la respuesta.
SOCIALES II. 2019 RESERVA 2. EJERCICIO 1. OPCION B"
MATES_CCSS,2019,Matrices Y Determinantes,Reserva 3,Ejercicio 1 Opcion B,"Se consideran las matrices
0
0 1 — 2
A= B=
21 0 1 —3
a) ¿Tiene inversa la matriz A-B—C? Justifique la respuesta y, en caso afirmativo, calcule
(4-B-C)”.
b) Resuelva la ecuación matricial A-B-X—C-X=C'.
SOCIALES II. 2019 RESERVA 3. EJERCICIO 1. OPCION B"
MATES_CCSS,2019,Matrices Y Determinantes,Reserva 4,Ejercicio 1 Opcion B,"Se consideran las matrices
2
A=l11 B=13
0
1 -1 —
a) Justifique que la matriz A tiene inversa y calcule A-'.
b) Calcule, si existe, la matriz Y que satisface la ecuación matricial A- X =B.
SOCIALES II. 2019 RESERVA 4. EJERCICIO 1. OPCION B"
MATES_CCSS,2019,Matrices Y Determinantes,Septiembre,Ejercicio 1 Opción A,". . 10 —
Se consideran las matrices A = . 0
a) Justifique cuáles de las siguientes afirmaciones son ciertas:
1) A- A' es una matriz simétrica
7 —12 16
— 7 L
2) A- A' +B posee inversa
b) Resuelva la ecuación matricial B. Y+A=C
SOCIALES II. 2019 SEPTIEMBRE. EJERCICIO 1. OPCIÓN A"
MATES_CCSS,2019,Matrices Y Determinantes,Ponencia,1,". 012 2 1
Dadas las matrices A = y B= .
123 0
a) Calcule la inversa de (A-4').
b) ¿Admite inversa la matriz (A' - A)?.
e) Calcule, cuando sea posible: A-B—, B-A
SOCIALES II. 2019 PONENCIA 1"
MATES_CCSS,2019,Matrices Y Determinantes,Ponencia,2,"m*+
Consideremos la matriz A = [
), siendo m un parámetro real. Se pide:
m
a) ¿Para qué valores del parámetro m existe la matriz inversa de A?
b) Para m =0, calcule la matriz inversa de A.
2
c) Para m =0 en la matriz A, resuelva la ecuación matricial X - A=2C,siendo C = [4
SOCIALES II. 2019 PONENCIA 2"
MATES_CCSS,2019,Matrices Y Determinantes,Ponencia,3,". . 1 1 —3 1
Se consideran las matrices A = y B=
—-2 — 0 1
a) ¿Es invertible la matriz B+2/7,?. Justifique la respuesta y, en caso afirmativo calcule
(B+21,)'
b) Resuelva la ecuación matricial A?+ X -B+2X =3B'.
SOCIALES II. 2019 PONENCIA 3"
MATES_CCSS,2019,Matrices Y Determinantes,Ponencia,4,"—1 —
Dada la matriz A=| 2 4
m 2 -
a) Calcule su determinante y el valor o los valores del parámetro m para los que existe la
inversa de la matriz A.
b) Para m =-1, calcule A”.
c) Resuelva la ecuación matricial A- Y =A+1,
SOCIALES II. 2019 PONENCIA 4"
MATES_CCSS,2019,Matrices Y Determinantes,Ponencia,5,"-1
1
Se considera la ecuación matricial A- Y =A'-B, donde A=| 0
1
a) ¿Qué dimensiones debe tener la matriz X?.
b) Resuelva la ecuación matricial A- X =A'-B
SOCIALES II. 2019 PONENCIA 5"
MATES_CCSS,2019,Matrices Y Determinantes,Ponencia,6,"Se consideran las siguientes matrices A=|1 2 1 ;B=[O 1 0J;C= 0 1|;D=|10|.
1—-1 0 3 0 3
a) Indique razonadamente cuáles de las siguientes matrices posee inversa, calculando dicha
inversa cuando sea posible: A, B, C -C'.
b) Calcule, si existe, una matriz Y que satisfaga la ecuación A- X =D
SOCIALES II. 2019 PONENCIA 6"
MATES_CCSS,2019,Matrices Y Determinantes,Ponencia,7,"1
Dada la matriz A=| m
1
-1
n
1
1
12
a) Obtenga los valores de m y n para que A coincida con su traspuesta y no tenga inversa.
b) Para m =0 y n=3, obtenga A'.
€) Para m =0 y n=3, resuelva la ecuación matricial Y - A+21,=4*
SOCIALES II. 2019 PONENCIA 7"
MATES_CCSS,2019,Matrices Y Determinantes,Ponencia,$,"2 0O0 m
Dada la matriz A=| 1 —1 0
m 32
a) Determine el valor de m para los que la matriz A no tiene inversa.
b) Para m =0, obtenga A”'.
SOCIALES II. 2019 PONENCIA $"
MATES_CCSS,2020,Matrices Y Determinantes,Junio,Ejercicio A1,"Sean A, B, Y, Y matrices invertibles que verifican: A- X =B y B-Y=4.
a) (1 punto) Compruebe que Y ' = Y.
2 1
B= , halle X e Y.
0 —1
3
SOCIALES II. 2020 JUNIO. EJERCICIO A1"
MATES_CCSS,2020,Matrices Y Determinantes,Reserva 1,Ejercicio A2,"Se consideran las matrices A=|a -1 —l B=|2 0
3 0 —2a 1 —2
a) (0%7 Puntos). Determine para qué valores de a tiene inversa la matriz A.
b) (1 Punto). Para a =2, calcule la matriz inversa de A.
€) (0%8 Puntos). Para a =0, resuelva la ecuación matricial X . A!-B-B'=1 .
SOCIALES II. 2020 RESERVA 1. EJERCICIO A2"
MATES_CCSS,2020,Matrices Y Determinantes,Reserva 2,Ejercicio A2,". . 10 —-2 1 — .
Se consideran las matrices A= , B=A:A' y C= , siendo a un
al 0 1 0
parámetro real.
a) (0%75 puntos) ¿Para qué valores del parámetro a existe la inversa de la matriz B?
b) (0?75 puntos) Para a =1, calcule la inversa de la matriz B.
c) (1 punto) Para a =1, resuelva la ecuación matricial B'- X +9C=0.
SOCIALES II. 2020 RESERVA 2. EJERCICIO A2"
MATES_CCSS,2020,Matrices Y Determinantes,Reserva 3,Ejercicio A2,"1 01
: , —2 — —2 4
Se consideran las matrices A=| k -3 2| B= 1 1 y C= 13
1 kdA
a) (0”8 puntos) Razone si las siguientes operaciones se pueden realizar y en aquellos casos en
que sea posible, indique la dimensión de la matriz resultante:
B.A , C.B , B.A+B , B*
b) (0.7 puntos) Calcule los valores del parámetro k para los que la matriz A es invertible.
e) (1 punto) Para X =—1, calcule la inversa de la matriz A.
SOCIALES II. 2020 RESERVA 3. EJERCICIO A2"
MATES_CCSS,2020,Matrices Y Determinantes,Reserva 4,Ejercicio A1,"2 0 m
Dada la matriz A=| 1 1 1
m 3 5
a) (0”8 Puntos). ¿Para qué valores del parámetro m tiene inversa la matriz A?.
b) (17 Puntos). Para m =0, resuelva la ecuación matricial Y - A=4-4'.
SOCIALES II. 2020 RESERVA 4. EJERCICIO A1"
MATES_CCSS,2020,Matrices Y Determinantes,Septiembre,Ejercicio A1,"Tres institutos piden presupuesto de alojamiento en Roma en dos agencias de viajes, que les
dan el precio por noche según tipo de habitación, individual, doble y triple.
La primera agencia ofrece los siguientes precios: individual a 65 euros, doble a 85 euros y triple
a 104 euros. La segunda agencia oferta la individual a 78 euros, la doble a 83 euros y la triple a
106 euros. El primer instituto necesita tres habitaciones individuales, quince dobles y dos
triples, el segundo dos individuales, doce dobles y cinco triples y el tercer instituto una
individual, dieciséis dobles y siete triples.
a) (1 punto) Exprese, mediante una matriz A, los precios de las dos agencias según el tipo de
habitación y con otra matriz D la demanda de los tres individuos.
b) (1 punto) Mediante operaciones con las matrices anteriores, calcule el precio por noche que
cada agencia facilita a los distintos institutos por el total de habitaciones solicitadas. ¿Qué
agencia le interesa a cada instituto?
c) (0”5 puntos) ¿Existe inversa de la matriz D? ¿Y de la matriz A? Justifique las respuestas.
SOCIALES II. 2020 SEPTIEMBRE EJERCICIO A1"
MATES_CCSS,2021,Matrices Y Determinantes,Junio,Ejercicio A2,"1 — m
Se considera la matriz A=| 0 2 —3 |,conm un parámetro real.
m 1 1
a) ¿Para qué valores del parámetro m existe la matriz inversa de A?.
b) Para m=2, resuelva la ecuación matricial Y . A—A?=1,.
SOCIALES II. 2021 JUNIO. EJERCICIO A2"
MATES_CCSS,2021,Matrices Y Determinantes,Reserva 1,Ejercicio A2,"101 10 2
Se consideran las matrices A=|0 1 0| ; B=11 1 11; C
101 21 0 1
a) Calcule A?,A*,A* y deduzca la expresión de A ”, con 7 un número natural
b) Razone si existe la inversa de la matriz B.
c) Razone si la ecuación matricial B- X =C tiene solución y resuélvala en caso de que sea
posible.
SOCIALES II. 2021 RESERVA 1. EJERCICIO A2"
MATES_CCSS,2021,Matrices Y Determinantes,Reserva 2,Ejercicio A2,"8 33
a) Calcule el valor del parámetro a para que la matriz A no tenga inversa.
b) Para a =3, resuelva la ecuación matricial X. A—-X.-B=C
: . a 4 22
Se consideran las matrices A = 6 , B= y» C =(1 2)
e) Para a =3, compruebe que A? =11- A y exprese A* en función de la matriz A.
SOCIALES II. 2021 RESERVA 2. EJERCICIO A2"
MATES_CCSS,2021,Matrices Y Determinantes,Reserva 3,Ejercicio A2,"Se considera la ecuación matricial (101 ; —A)- X =B, donde A= y B es una matriz
con tres filas y una columna.
a) Razone qué dimensión ha de tener la matriz Y.
b) ¿Tiene solución la ecuación matricial anterior para cualquier matriz B de orden 3x1?. ¿Por
qué?.
€) Resuelva dicha ecuación matricial si B = (5 20 —3) -
SOCIALES II. 2021 RESERVA 3. EJERCICIO A2"
MATES_CCSS,2021,Matrices Y Determinantes,Reserva 4,Ejercicio A1,"10
Se considera la matriz A =[ 1 J
a) Calcule Aººy(A')º0
b) Caleule (4'+4)”
c) Resuelva la ecuación matricial (A “+I1 2)— X=A'-1,
SOCIALES II. 2021 RESERVA 4. EJERCICIO A1"
MATES_CCSS,2021,Matrices Y Determinantes,Julio,Ejercicio A1,"SELECTIVIDAD
210
Se considera la matriz A=|1 0 2
0 2a
a) Determine para qué valores del parámetro a, la matriz A tiene inversa.
b) Para a =1, calcule la inversa de A
ce) Para a =1, resuelva la ecuación matricial A- Y =B', siendo B= (0 1 —1) .
SOCIALES II. 2021 JULIO. EJERCICIO A1"
MATES_CCSS,2022,Matrices Y Determinantes,Junio,Ejercicio A2,"10
Se consideran las matrices A = a lt, B=(2 —1 0) , C=(1 3 —1)
41
Donde a es un número real.
a) Halle los valores del parámetro a para que la matriz A tenga inversa.
b) Para a =2, calcule la matriz inversa de A
€) Para a=2, resuelva la ecuación matricial X - A+7,=B'-.C
SOCIALES II. 2022 JUNIO. EJERCICIO A2"
MATES_CCSS,2022,Matrices Y Determinantes,Reserva 1,Ejercicio A1,"2 -3 —a—1
Considere la matriz A=| -1 a+1
Donde a es un número real. Determine de manera justificada:
a) Los valores de a para los que la matriz A tiene inversa.
b) Las matrices A?, A* y A* para a=4
c) La matriz X que verifica que X - A=1, para a=3.
SOCIALES II. 2022 RESERVA 1. EJERCICIO A1"
MATES_CCSS,2022,Matrices Y Determinantes,Reserva 2,Ejercicio A2,"Se consideran las matrices A=18 a 0| y B= , donde a es un número real
0 0a
a) Determine los valores de a para que la matriz A no sea invertible.
b) Para a =5, calcule la inversa de la matriz A.
) Para a =5, resuelva la ecuación matricial A- X =B.
SOCIALES II. 2022 RESERVA 2. EJERCICIO A2"
MATES_CCSS,2022,Matrices Y Determinantes,Reserva 3,Ejercicio A1,"Se consideran las matrices: A=| -1 -1 1 B=|-1 —
210 1 —1
a) Razone si se pueden efectuar las siguientes operaciones y realice las que sean posibles:
CA A+B CB
b) Resuelva la ecuación matricial A- X =B-X+C.
SOCIALES II. 2022 RESERVA 3. EJERCICIO A1"
MATES_CCSS,2022,Matrices Y Determinantes,Julio,Ejercicio A1,"2 —2
Se consideran las matrices A=|-2 7.»0 1d1|, B=| 31
0 — —
a) Determine la matriz Y que verifica A- Y +B=4?.C.
b) Determine las dimensiones de dos matrices P y Q sabiendo que A-P' +C =C :(0-B).
SOCIALES II. 2022 JULIO. EJERCICIO A1"
MATES_CCSS,2023,Matrices Y Determinantes,Junio,Ejercicio A2,"a 2 1 2 -1
Dadas las matrices A =| 0 B=[ _J C=11 -1
a -1
0 1 2 0
a) Calcule los valores del parámetro a para los que tanto A como B admitan inversa.
b) Para a =1, halle una matriz X que satisfaga A- X -B=C.
SOCIALES II. 2023 JUNIO. EJERCICIO A2"
MATES_CCSS,2023,Matrices Y Determinantes,Reserva 1,Ejercicio A1,"a) Un agricultor vende la producción de tres tipos de uva, Tempranillo, Garnacha y Macabeo,
50 40 35
0 60 55
de estos tipos de uva en cada finca. El precio de venta por kilogramo, en céntimos de euro, según
40 38 42)
de dos de sus fincas. La matriz Q =[ J recoge la producción, en miles de kilogramos,
34 37 40
Calcule el producto Q-P' y explique el significado económico de los elementos de la diagonal
principal del resultado. Indique también la cantidad total de dinero que ha obtenido el agricultor
por la venta de la cosecha de las dos fincas.
b) Dada la siguiente ecuación matricial M- X +N=V:
b.1) Suponiendo que M sea invertible, despeje la matriz X de la ecuación anterior
el tipo de uva y la finca, viene dado por la matriz P = [
10 54 87 .
b.2) Para M = 1 ,N = yV= 5) calcule la matriz X.
1 32
SOCIALES II. 2023 RESERVA 1. EJERCICIO A1"
MATES_CCSS,2023,Matrices Y Determinantes,Reserva 2,Ejercicio A1,"Una conservera fabrica latas de pisto con tomate, cebolla y pimiento siguiendo dos recetas
500 300 200
600 100 300
conseguir una lata de cada receta. Se dispone de dos proveedores, siendo la matriz de precios en
0'5 0'4 0'6
0'4 0'5 0'7
euros por lata vienen dados por la matriz (0'11 0'09) . Los costes de transporte en euros por
distintas. La matriz [
] indica los gramos necesarios de cada producto para
euros por kilo de cada producto [ ] . Los costes de producción de cada receta en
lata según cada proveedor vienen dados por la matriz (0'02 0'03) . La conservera quiere
obtener un beneficio de 5 céntimos por lata. Una distribuidora compra 11000 latas de la
primera receta, siendo 5000 del primer proveedor, y otras 11000 de la segunda receta, siendo
6000 del primer proveedor. ¿Cuánto debe cobrar la conservera por el pedido de esta
distribuidora.
SOCIALES II. 2023 RESERVA 2. EJERCICIO A1"
MATES_CCSS,2023,Matrices Y Determinantes,Reserva 3,Ejercicio A2,"a) Se considera la matriz A=| 0
1 m
a.1) Obtenga para qué valores de m la matriz A tiene inversa.
a.2) Calcule, en caso de existir, la inversa de A para m =1.
b) Despeje y simplifique Y en la ecuación Y -B—-B”+B=0, sabiendo que la matriz B es
invertible.
SOCIALES II. 2023 RESERVA 3. EJERCICIO A2"
MATES_CCSS,2023,Matrices Y Determinantes,Reserva 4,Ejercicio A2,"Se consideran las matrices A=|7 10 Z€4| B=1-2 0 1H
0 3 - 0 4 -7
a) Halle las dimensiones de las siguientes matrices: C'.-A-C , A-C-C'-B
b) Calcule, en caso de existir, las matrices inversas de A y B.
2X+3Y =A
—3X+4Y =B""
SOCIALES II. 2023 RESERVA 4. EJERCICIO A2"
MATES_CCSS,2023,Matrices Y Determinantes,Julio,Ejercicio A1,"1
Se considera la matriz A=| 0
a) Pruebe que se verifica que: A-' = %(A2 —4A+513) .
1 2
3 —
b) Dada la ecuación matricial X'.A =[
0
J , determine la dimensión de X y resuelva la
ecuación.
SOCIALES II. 2023 JULIO. EJERCICIO A1"
